Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,GDP per capita (current LCU),NY.GDP.PCAP.CN,18739.6600996915,19489.2715872007,22336.5072007409,25762.311909837,29072.5396085774,33768.0708066068,36105.4578250314,35959.8341556067,36226.0663820364,35307.4711991414,36064.4516892291,36189.8822938527,38909.6054279142,39702.3477383768,30745.0073245372,..
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,11.8033826648298,1.86475446570947,17.1435343251686,11.0992199166219,-3.21136429567835,8.24714425211255,2.00252214522922,-0.964803329240652,-1.66641641520391,-0.345802496981889,-0.253593781811986,-1.68857659267114,0.932833388709597,-5.3646659309623,-22.9291944307147,..
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1287.06440027539,1336.21033898238,1575.31677908968,1771.19798501195,1749.93699491677,1958.44762747924,2062.05917625276,2110.82956797747,2128.12593822669,2023.83465629732,2096.09311055337,2110.23938365518,2168.13376468689,2078.59508637203,1673.96405892148,..
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,460,520,550,650,680,650,610,570,540,520,530,500,390,..
Afghanistan,AFG,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,2123.67647668144,..,..,..,..,..
Afghanistan,AFG,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GNI per capita (current LCU),NY.GNP.PCAP.CN,..,..,22272.8146702902,25807.6919802401,29040.8396419767,33821.2433540482,36231.4281136148,35955.672808678,36553.5604916101,35659.3163189029,36539.0388963258,36565.9682952858,39528.1514668754,40074.7488352604,31002.9578202321,..
Afghanistan,AFG,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,597.832320551,..,..,..,..,..,..,..
Afghanistan,AFG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,526.930235464098,..,..,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,33.7,..,..,..,38.3,..,..,..,..,54.5,..,..,..,..,..,..
Afghanistan,AFG,Consumer price index (2010 = 100),FP.CPI.TOTL,83.0740187275294,105.021064735005,97.8679108385313,100,111.804185808913,119.005731346616,127.795223073732,133.768366733582,132.883209191418,138.708665508891,145.610741438593,146.522481857209,149.895975208032,..,..,..
Albania,ALB,Income share held by fourth 20%,SI.DST.04TH.20,..,22.2,..,..,..,22.8,..,23.3,23,23.2,23.3,23.3,22.7,23,..,..
Albania,ALB,Income share held by highest 20%,SI.DST.05TH.20,..,39,..,..,..,37.8,..,41.7,40.6,41.2,40.7,38.2,38.9,38,..,..
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,..,8.9,..,..,..,8.9,..,7,7.7,7.3,7.6,7.9,8.5,8.4,..,..
Albania,ALB,Income share held by second 20%,SI.DST.02ND.20,..,13.1,..,..,..,13.2,..,11.5,12.1,11.8,12,13,13,13.2,..,..
Albania,ALB,Income share held by third 20%,SI.DST.03RD.20,..,16.8,..,..,..,17.3,..,16.4,16.5,16.4,16.5,17.5,17,17.3,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2775634
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3228.29472778103,3834.89881143102,3512.41004362752,3495.84421381834,3728.04779008459,3503.24351020314,3760.37690738146,3844.33754444835,3267.21751521694,3443.31022429352,3712.73301736609,4318.91149189977,4337.13108250086,4208.45661142323,..,..
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3044.89662487827,3298.4789171641,3432.17088105477,3577.11433445482,3678.04771118469,3736.34008946398,3780.69920254585,3855.76075430011,3952.80358410846,4090.37273911621,4249.82006064482,4431.55560679714,4543.38772250631,4418.66088547605,4857.11195487159,5158.50912786813
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,3595.03830207997,4370.53971115737,4114.13404061058,4094.34969883571,4437.14114631148,4247.63135624709,4413.06339738921,4578.63320812155,3952.80358410846,4124.05538986272,4531.03220675893,5287.66081699731,5396.21422690995,5343.0377039956,6377.20309553753,6802.80451885113
Albania,ALB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9150.11682057848,9912.14847022049,10313.9017112262,10749.4664263474,11052.7779347342,11227.95040747,11361.2524918298,11586.8174458823,11878.4376020777,12291.8420601944,12770.9918634405,13317.1192636809,13653.182207385,13278.3697687086,14595.9443859543,15501.6629314635
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7490,8270,8670,9530,10210,10450,10750,11360,11800,12270,12800,13480,14220,13830,15320,18210
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,362237.534094923,392405.068682875,408309.794949239,425553.059864656,437560.645670945,444495.425391179,449772.627778323,458702.359970427,470247.105064285,486613.08316363,505581.807453531,527202.060685688,540506.220011205,525668.03420478,577828.568293674,613684.422261725
Albania,ALB,GDP per capita (current LCU),NY.GDP.PCAP.CN,325091.74189912,366664.698773188,390752.715866234,425553.059864656,447689.053574717,459526.458582796,466324.731649288,482954.230792661,497901.727460276,511970.546236033,539644.576515326,571010.085243527,592778.629671245,580521.046539122,660168.064450045,769000.360818465
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.78722893588666,8.3281084229243,4.05313986380152,4.22308382721044,2.82164245514005,1.58487281451019,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.52354084280566,-2.74523867757104,9.92271370805365,6.2052753940383
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7284.16653783604,8228.35457586499,8813.51676007141,9628.64011247685,10207.7594552245,10526.2501064206,10570.9660445504,11259.3036811774,11658.8948969978,12078.7993344718,12770.9918634405,13498.184606593,14407.4376451051,14064.0386149862,15532.7060558643,18551.716479374
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3460,4040,4280,4360,4410,4360,4540,4540,4390,4320,4290,4860,5230,5270,6100,6770
Albania,ALB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,9399.45570148835,9962.42818347843,10153.0816885579,10643.0426290255,11056.6295752906,11146.2473110679,11552.9661719454,11691.6318005924,12016.2806520281,12484.6065868396,12802.1759383834,13302.733033923,13481.9717959026,13069.127696521,14399.7804738658,..
Albania,ALB,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,6.63641852393975,5.98941576905285,1.91372526424519,4.82573621976985,3.88598411827481,0.810533944065256,3.64893088702274,1.20025997292129,2.7767625338598,3.8974284004627,2.54368729470897,3.90993763832637,1.34738298906302,-3.06219376239166,10.1816495197226,..
Albania,ALB,GNI per capita (current LCU),NY.GNP.PCAP.CN,334164.077175316,368515.492411056,384540.858658817,421301.528550601,447805.032020226,456103.649116105,474366.241210987,487381.828414623,503802.915468898,520285.261192149,540962.275022734,570315.399689364,585020.249100358,570940.745966399,650978.343195813,754868.144647313
Albania,ALB,GNI per capita (constant LCU),NY.GNP.PCAP.KN,372074.527239143,394359.617646233,401906.577281109,421301.528550601,437673.239040126,441220.729206636,457320.568674604,462809.604408342,475660.728106657,494199.264413734,506770.148313171,526584.54508187,533679.655665338,517337.350538401,570010.82640484,..
Albania,ALB,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,3128.63515027053,3316.02211731696,3379.48167034401,3542.56654135029,3680.23011452648,3710.05962882443,3845.43714054756,3891.5923833294,3999.65266260023,4155.53626139228,4261.24010930034,4427.85194019333,4487.51206401639,4350.09574950551,4793.00725249251,..
Albania,ALB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2739.25151547459,2940.28572419816,2975.90196765394,3144.37182549648,3160.117820196,3137.87298649777,3227.62899658667,3255.27047839338,3267.21751521694,3375.09133006231,3450.97970067996,3587.79155240773,3627.85611288779,3440.86104390498,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,23.7,23.4,23,21.8,22,..,..
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,91.3288155181303,94.3617275795417,96.5008344308021,100,103.429123247222,105.530381748189,107.575160377427,109.324187306059,111.397164149808,112.817958876089,115.059269640307,117.392740239274,119.049258384382,120.978911881374,123.448662047403,131.750834819418
Algeria,DZA,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,..,22.3,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,37.2,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,9.4,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,13.7,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Income share held by third 20%,SI.DST.03RD.20,..,..,..,..,17.5,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2795.0787748483,3481.72792452882,2964.13613670914,3443.7477765073,3999.6781352803,4125.58133023967,4096.06052094544,4141.51570278165,3319.40676414615,3292.1461483604,3362.94439098813,3264.69428951163,3177.32062584652,2760.23351004454,..,..
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3848.77823838112,3874.36805578059,3866.29574556392,3931.7200461362,3969.6602628982,4025.64147034527,4057.76479352226,4129.42253508345,4197.41997101868,4246.24215972733,4218.08230492189,4188.2203709479,4153.00344111131,3873.50873277078,3939.36085126425,3995.88188543925
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,3971.80348828223,4946.56401720759,3898.47880576084,4495.92145548343,5473.28180110324,5610.73330610332,5519.77757552373,5516.22946321562,4197.41997101868,3967.20065952107,4134.93609898195,4171.79530903532,4021.98360796603,3354.15730265114,3700.31119460857,4273.92218311515
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,10775.5321067078,10847.1766343771,10824.576361634,11007.7466062444,11113.9688925215,11270.701045131,11360.6376117058,11561.2597954385,11751.6341191101,11888.3229666783,11809.4830333846,11725.8777414257,11627.2799177398,10844.7707637063,11029.1387821192,11187.382302721
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12220,12610,12640,13100,13410,13180,12850,12760,11760,11570,11630,11710,11820,11220,11950,12930
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,415920.787467521,418686.168153214,417813.828565415,424883.949244798,428983.984075325,435033.630597584,438505.058942976,446248.800580534,453596.988849195,458872.991236418,455829.877744233,452602.827931409,448797.086918909,418593.304838991,425709.657947381,431817.641205058
Algeria,DZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,275215.796031448,319462.954610514,283214.414168277,334433.538455566,399209.589459325,435033.630597584,438095.914525198,444492.345853609,422644.233183827,434182.60626001,458866.332627926,486405.433137643,480038.055169083,425229.329526744,499780.311313089,606875.473543381
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.73036933083573,0.664881575775752,-0.208351661495513,1.69217009969687,0.964977575127364,1.41022666272693,0.797967812424986,1.76594123137923,1.6466572591571,1.16314757745835,-0.663171193402832,-0.707950481173555,-0.840856657898996,-6.72994165075228,1.70006376741448,1.43477676478558
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12392.5059186266,12714.1616552994,12768.9937191152,13141.1202583704,13543.5987190283,13347.3627953184,13104.7371038263,13058.1245739587,12071.8141810043,11685.4514179182,11809.4830333846,12007.7747128314,12120.4063738912,11452.226623766,12170.1937765589,13209.5967685963
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3620,4230,4300,4490,4610,5220,5540,5510,4880,4400,3970,4010,4050,3610,3680,3900
Algeria,DZA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,10619.5321529712,10744.0450774776,10708.1732623617,10955.3145541837,10980.7598091844,11103.4293896287,11118.2487789155,11289.7192905409,11475.0657519441,11768.622665819,11633.272124232,11438.0835782921,11353.5218095064,10634.8839784815,10823.1181277382,..
Algeria,DZA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,4.12353513759132,1.17248973601494,-0.333876252912049,2.30796874281647,0.232264029251823,1.11713198882381,0.133466776495524,1.54224388242234,1.6417278112352,2.55821552765549,-1.15009670570959,-1.67784733182044,-0.739300147676829,-6.32964680988431,1.76996899672372,..
Algeria,DZA,GNI per capita (current LCU),NY.GNP.PCAP.CN,271474.192709373,316968.5948275,280313.803511458,333509.015866202,395130.756485804,429524.347230073,429418.399581102,434231.606013679,411664.228907993,429949.789199518,452019.525411783,474158.983015411,468301.87249528,416639.00297862,490914.245061832,594254.486296361
Algeria,DZA,GNI per capita (constant LCU),NY.GNP.PCAP.KN,410805.297699672,415621.947650207,414234.284665112,423794.682477212,424779.005082489,429524.347230073,430097.619530584,436730.773756239,443900.704329217,455256.64107474,450020.749443215,442470.088306044,439198.906289771,411399.166728754,418680.804432633,..
Algeria,DZA,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,3783.56160386283,3827.92347532393,3815.14294786018,3903.19525459056,3912.26097315843,3955.96609197586,3961.24599239807,4022.33806638353,4088.37390908125,4192.96332525198,4144.74019217665,4075.19777945132,4045.06983624971,3789.03120240194,3856.09587996064,..
Algeria,DZA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2977.92509423523,3106.5421800012,2988.55471857666,3394.24984491935,3382.28924292574,3597.43532097689,3542.31356220594,3481.40187875354,3319.40676414615,3461.88767398015,3560.93939458636,3541.92406436596,3487.89262727217,3295.78856719995,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,5.5,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,86.7974503902714,91.0145831804057,96.2361447551934,100,104.524211505053,113.81793046074,117.521838067973,120.94986420025,126.736646357875,134.844870195013,142.384203185789,148.463994714821,151.361667767746,155.017250238567,166.218894516626,181.619931977783
American Samoa,ASM,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Income share held by third 20%,SI.DST.03RD.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321,46189,45035,44273
American Samoa,ASM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13029.6162843735,12795.0245577508,12378.1701945665,12532.3111237111,12656.6881389142,12247.6352882148,12098.2751505435,12494.9802110307,13101.5418159165,13116.4309769201,12442.8576653719,13049.3301536176,13288.3565565116,14303.6270325756,14396.3685581274,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,9187.16634446553,10019.502245442,12191.5977314597,10446.8632062572,10495.3047320935,11920.0610903131,12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15501.5263374397,15743.3107582991,..
American Samoa,ASM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12681.1272901406,12452.8099336208,12047.1047213091,12197.1230104469,12318.1734487203,11920.0610903131,11774.6957260119,12160.7905471398,12751.1291076156,12765.6200444022,12110.0620665952,12700.3138939369,12932.9473172587,13921.0634566672,14011.3245253692,..
American Samoa,ASM,GDP per capita (current LCU),NY.GDP.PCAP.CN,9187.16634446553,10019.502245442,12191.5977314597,10446.8632062572,10495.3047320935,11920.0610903131,12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15501.5263374397,15743.3107582991,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.67197034041648,-1.80045000177043,-3.25794109501621,1.24526425733148,0.992450745719012,-3.2319106405226,-1.21950183979621,3.27902164193507,4.85444230115995,0.113644342114497,-5.13533988577697,4.87406112450759,1.83171396600592,7.64030127989335,0.648377683091113,..
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (current LCU),NY.GNP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by third 20%,SI.DST.03RD.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824
Andorra,AND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42724.5672010062,41470.4379343312,40442.7851082671,40937.2740684164,41486.1994761194,39174.8972881629,37597.7053326941,38402.6492625923,38885.5303237179,39886.6400858717,39321.6143104893,39320.0924477975,39413.7908792259,34394.4140409799,36616.1007622181,39447.519717091
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,50562.8612073334,53721.4113275461,49750.6936704524,48237.8911734423,51428.1969548606,44902.3807653946,44747.7538640509,45680.5349900379,38885.5303237179,39931.2169819106,40632.2315536054,42904.8284555114,41328.6004993451,37207.2220000095,42072.341103463,41992.7933583772
Andorra,AND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,37974.8746290042,36860.1669844192,35946.7583816281,36386.2749758805,36874.176314708,34819.8217227832,33417.9662869393,34133.4245542509,34562.623700276,35452.4400330852,34950.2282053713,34948.8755282418,35032.1574997053,30570.7850707851,32545.4867525369,35062.1367007416
Andorra,AND,GDP per capita (current LCU),NY.GDP.PCAP.CN,36943.122505373,36674.2488988232,35812.7064940692,36386.2749758805,36946.7314750521,34949.2346471773,33692.6030238065,34385.0267379679,35047.3894014997,36074.717397298,35967.8751845281,36330.6360230893,36917.8575638893,32575.1608751609,35566.9711769618,39931.5995189417
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.22037542039897,-2.93538202686689,-2.47803707231481,1.2226877027027,1.34089389241103,-5.57125554315211,-4.02602703426984,2.14093898224779,1.25741601269149,2.57450458774666,-1.41657902035861,-0.00387029555736262,0.238296569502523,-12.7350775611172,6.45944053180018,7.73271565222045
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,46530,..,..,..
Andorra,AND,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita (current LCU),NY.GNP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,40512.424190823,..,..,..
Andorra,AND,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,..,21.9,..,..,..,..,..,..,..,..,..,20.4,..,..,..,..
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,..,48.5,..,..,..,..,..,..,..,..,..,55.6,..,..,..,..
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,..,5.4,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,..,9.6,..,..,..,..,..,..,..,..,..,7.7,..,..,..,..
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,..,14.5,..,..,..,..,..,..,..,..,..,12.6,..,..,..,..
Angola,AGO,"Population, total",SP.POP.TOTL,20909684,21691522,22507674,23364185,24259111,25188292,26147002,27128337,28127721,29154746,30208628,31273533,32353588,33428486,34503774,35588987
